title,year,genres,description,language,poster_url,combined
Hardcore Henry,2015,"Action,Adventure,Sci-Fi","Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers.",,https://image.tmdb.org/t/p/w500/ik1uZyiMSxF9HqrgRKUNfMCfr3z.jpg,"Hardcore Henry Henry is resurrected from death with no memory, and he must save his wife from a telekinetic warlord with a plan to bio-engineer soldiers. Action,Adventure,Sci-Fi"
Harry Potter and the Deathly Hallows: Part 1,2010,"Adventure,Family,Fantasy","As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",,https://image.tmdb.org/t/p/w500/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,"Harry Potter and the Deathly Hallows: Part 1 As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows. Adventure,Family,Fantasy"
Harry Potter and the Deathly Hallows: Part 2,2011,"Adventure,Drama,Fantasy","Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",,https://image.tmdb.org/t/p/w500/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,"Harry Potter and the Deathly Hallows: Part 2 Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts. Adventure,Drama,Fantasy"
Harry Potter and the Half-Blood Prince,2009,"Adventure,Family,Fantasy","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",,https://image.tmdb.org/t/p/w500/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,"Harry Potter and the Half-Blood Prince As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past. Adventure,Family,Fantasy"
Harry Potter and the Order of the Phoenix,2007,"Adventure,Family,Fantasy","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",,https://image.tmdb.org/t/p/w500/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,"Harry Potter and the Order of the Phoenix With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts. Adventure,Family,Fantasy"
He's Just Not That Into You,2009,"Comedy,Drama,Romance",The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,,https://image.tmdb.org/t/p/w500/jip2ap24Y6JxEgzVRyNqyYssnyR.jpg,"He's Just Not That Into You The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior. Comedy,Drama,Romance"
Hell or High Water,2016,"Crime,Drama,Thriller",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,,https://image.tmdb.org/t/p/w500/ljRRxqy2aXIkIBXLmOVifcOR021.jpg,"Hell or High Water A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas. Crime,Drama,Thriller"
Hellboy II: The Golden Army,2008,"Action,Adventure,Fantasy","The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures.",,https://image.tmdb.org/t/p/w500/zO0Wdrxnhx3KoJEvychSmnY3urC.jpg,"Hellboy II: The Golden Army The mythical world starts a rebellion against humanity in order to rule the Earth, so Hellboy and his team must save the world from the rebellious creatures. Action,Adventure,Fantasy"
"Hello, My Name Is Doris",2015,"Comedy,Drama,Romance",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,,https://image.tmdb.org/t/p/w500/iYRpTDqZgA3rsRh4EIkWHsMjAKd.jpg,"Hello, My Name Is Doris A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker. Comedy,Drama,Romance"
Her,2013,"Drama,Romance,Sci-Fi",A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.,,https://image.tmdb.org/t/p/w500/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,"Her A lonely writer develops an unlikely relationship with an operating system designed to meet his every need. Drama,Romance,Sci-Fi"
Hercules,2014,"Action,Adventure","Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord.",,https://image.tmdb.org/t/p/w500/5X3VOy9lD44VclKsWTi8gHZGjhL.jpg,"Hercules Having endured his legendary twelve labors, Hercules, the Greek demigod, has his life as a sword-for-hire tested when the King of Thrace and his daughter seek his aid in defeating a tyrannical warlord. Action,Adventure"
Hidden Figures,2016,"Biography,Drama,History",The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program.,,https://image.tmdb.org/t/p/w500/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,"Hidden Figures The story of a team of female African-American mathematicians who served a vital role in NASA during the early years of the U.S. space program. Biography,Drama,History"
High-Rise,2015,Drama,Life for the residents of a tower block begins to run out of control.,,https://image.tmdb.org/t/p/w500/47aaJXO87scDABLUT7vg2bHsdrF.jpg,High-Rise Life for the residents of a tower block begins to run out of control. Drama
Home,2015,"Animation,Adventure,Comedy","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",,https://image.tmdb.org/t/p/w500/usFenYnk6mr8C62dB1MoAfSWMGR.jpg,"Home An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference. Animation,Adventure,Comedy"
Horns,2013,"Drama,Fantasy,Horror","In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples.",,https://image.tmdb.org/t/p/w500/tjTy6W05mPXXw87IqpjeGNhIcM4.jpg,"Horns In the aftermath of his girlfriend's mysterious death, a young man awakens to find strange horns sprouting from his temples. Drama,Fantasy,Horror"
Horrible Bosses,2011,"Comedy,Crime",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.,,https://image.tmdb.org/t/p/w500/uQkUwgyFHAm0jGQERPG6Z9o9Zbj.jpg,"Horrible Bosses Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness. Comedy,Crime"
Horrible Bosses 2,2014,"Comedy,Crime","Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",,https://image.tmdb.org/t/p/w500/boBOkwIqgrs8noxBUSDkkicKa4K.jpg,"Horrible Bosses 2 Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme. Comedy,Crime"
Hostel: Part II,2007,Horror,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",,https://image.tmdb.org/t/p/w500/qB20aiY8Ah3pQikkBxm3j7jQVc8.jpg,"Hostel: Part II Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it. Horror"
Hot Fuzz,2007,"Action,Comedy,Mystery","Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents.",,https://image.tmdb.org/t/p/w500/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,"Hot Fuzz Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents. Action,Comedy,Mystery"
Hotel Transylvania 2,2015,"Animation,Comedy,Family","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.",,https://image.tmdb.org/t/p/w500/3nFnrivNgipSKZ8LZJJbRSlAcTR.jpg,"Hotel Transylvania 2 Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel. Animation,Comedy,Family"
Hounds of Love,2016,"Crime,Drama,Horror","A cold-blooded predatory couple while cruising the streets in search of their next victim, will stumble upon a 17-year-old high school girl, who will be sedated, abducted and chained in the strangers' guest room.",,https://image.tmdb.org/t/p/w500/b4niGo8hpxIpmAZsGkpZK4mXiDo.jpg,"Hounds of Love A cold-blooded predatory couple while cruising the streets in search of their next victim, will stumble upon a 17-year-old high school girl, who will be sedated, abducted and chained in the strangers' guest room. Crime,Drama,Horror"
How to Be Single,2016,"Comedy,Romance",A group of young adults navigate love and relationships in New York City.,,https://image.tmdb.org/t/p/w500/a4Ce3qHqIyHM3QfGsiVTAu3YADJ.jpg,"How to Be Single A group of young adults navigate love and relationships in New York City. Comedy,Romance"
How to Train Your Dragon,2010,"Animation,Action,Adventure","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",,https://image.tmdb.org/t/p/w500/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,"How to Train Your Dragon A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed. Animation,Action,Adventure"
How to Train Your Dragon 2,2014,"Animation,Action,Adventure","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",,https://image.tmdb.org/t/p/w500/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg,"How to Train Your Dragon 2 When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace. Animation,Action,Adventure"
Hugo,2011,"Adventure,Drama,Family","In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",,https://image.tmdb.org/t/p/w500/1dxRq3o3l3bVWNRvvSb7rRf68qp.jpg,"Hugo In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton. Adventure,Drama,Family"
Hunger,2008,"Biography,Drama",Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike.,,https://image.tmdb.org/t/p/w500/84HdTM39G2MzyTl8N9R0wVU9I5b.jpg,"Hunger Irish republican Bobby Sands leads the inmates of a Northern Irish prison in a hunger strike. Biography,Drama"
Hunt for the Wilderpeople,2016,"Adventure,Comedy,Drama",A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,,https://image.tmdb.org/t/p/w500/hkmz9rxgcweizXNElozGeKwmAJE.jpg,"Hunt for the Wilderpeople A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush. Adventure,Comedy,Drama"
Hush,2016,"Horror,Thriller",A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,,https://image.tmdb.org/t/p/w500/zHzBTd502IZf60x8n2g0TB01vPF.jpg,"Hush A deaf writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window. Horror,Thriller"
I Am Legend,2007,"Drama,Horror,Sci-Fi","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",,https://image.tmdb.org/t/p/w500/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,"I Am Legend Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure. Drama,Horror,Sci-Fi"
I Am Number Four,2011,"Action,Adventure,Sci-Fi","Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.",,https://image.tmdb.org/t/p/w500/2NrP3h3GEsrPXX60bmjKuYWAvl9.jpg,"I Am Number Four Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story. Action,Adventure,Sci-Fi"
